genome,GC,species,GRiD,Species_heterogeneity,Coverage,ids,id,group
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.15,0.130434783,0.586,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.4,0.15,1.23,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.47,0.272108844,0.314,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.27,0.212598425,0.716,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.23,0.18699187,0.409,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.41,0.255319149,0.253,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.28,0.21875,0.321,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.22,0.180327869,0.277,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.19,0.159663866,0.495,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.25,0.2,0.414,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.13,0.115044248,0.28,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.3,0.230769231,0.223,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.21,0.173553719,0.394,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.21,0.173553719,0.217,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000008185.1_ASM818v1_genomic,GCF_000008185,Treponema denticola,1.09,0.082568807,0.476,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1,0,0.53,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.04,0.038461538,8.682,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1,0,0.214,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.14,0.122807018,8.291,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.06,0.056603774,1.42,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.43,0.300699301,0.661,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.37,0.270072993,1.842,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.28,0.21875,0.281,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.28,0.21875,1.929,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.11,0.099099099,4.602,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.13,0.115044248,1.085,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.17,0.145299145,4.628,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.28,0.21875,1.38,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.18,0.152542373,0.582,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.2,0.166666667,4.492,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.15,0.130434783,0.451,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.3,0.230769231,1.621,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.19,0.159663866,0.943,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.13,0.115044248,1.312,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.04,0.038461538,4.968,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.24,0.129032258,6.229,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.11,0.099099099,1.686,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.1,0.090909091,0.731,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000010505.1_ASM1050v1_genomic,GCF_000010505,Porphyromonas gingivalis,1.1,0.090909091,2.408,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.98,0.308080808,0.573,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.36,0.264705882,6.016,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.9,0.284210526,0.465,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.62,0.197530864,1.546,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.4,0.278571429,1.999,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,2.91,0.419243986,0.53,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.55,0.35483871,1.374,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.56,0.198717949,0.879,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.17,0.145299145,7.618,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.62,0.37654321,0.271,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.84,0.217391304,0.517,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.43,0.153846154,1.389,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.61,0.260869565,0.301,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.65,0.393939394,4.401,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.2,0.166666667,0.738,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.74,0.333333333,0.691,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.53,0.267973856,0.207,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1,0,0.227,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.5,0.3,0.416,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.57,0.152866242,12.049,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.46,0.315068493,0.756,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.27,0.212598425,2.259,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.18,0.152542373,0.847,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.54,0.350649351,0.894,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000023285.1_ASM2328v1_genomic,GCF_000023285,Capnocytophaga ochracea,1.18,0.152542373,0.694,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000023845.1_ASM2384v1_genomic,GCF_000023845,Cryptobacterium curtum,1.39,0.122302158,3.059,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,3.05,0.459016393,1.726,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.65,0.524528302,2.392,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.457,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1.93,0.186528497,2.477,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,3.38,0.363905325,0.548,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.2,0.259090909,1.147,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1.92,0.276041667,0.402,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.72,0.272058824,0.865,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.63,0.403041825,1.463,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.49,0.341365462,0.732,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.51,0.454183267,0.462,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.875,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.268,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.45,0.310204082,0.574,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.202,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.221,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.316,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.87,0.459930314,0.531,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.06,0.393203883,0.408,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.31,0.203463203,4.088,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.219,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.99,0.404682274,0.414,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.14,0.406542056,0.95,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,3.87,0.496124031,0.637,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,1,0,0.413,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.45,0.346938776,2.149,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000023905.1_ASM2390v1_genomic,GCF_000023905,Leptotrichia buccalis,2.07,0.256038647,0.368,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.43,0.237762238,41.17,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.25,0.2,47.641,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.13,0.115044248,0.797,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.66,0.397590361,0.343,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.4,0.271428571,1.291,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.1,0.090909091,0.423,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.32,0.242424242,0.477,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.33,0.248120301,0.668,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.28,0.21875,1.18,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.37,0.270072993,30.357,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.5,0.32,0.987,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.31,0.236641221,1.577,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.28,0.21875,1.489,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.35,0.259259259,0.449,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.36,0.264705882,0.263,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.42,0.295774648,0.36,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.44,0.25,3.215,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.09,0.082568807,0.78,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.61,0.291925466,1.385,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.2,0.166666667,0.608,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.25,0.2,0.212,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000024225.1_ASM2422v1_genomic,GCF_000024225,Lancefieldella parvulum,1.46,0.239726027,6.7,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.26,0.111111111,101.822,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.3,0.138461538,159.849,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.71,0.263157895,32.882,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.68,0.238095238,171.868,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.47,0.129251701,6.627,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.53,0.137254902,34.414,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.52,0.243421053,66.443,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.96,0.285714286,2.28,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.87,0.240641711,23.237,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.68,0.232142857,9.503,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.59,0.176100629,2.037,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.3,0.161538462,3.914,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.56,0.275641026,5.95,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.72,0.209302326,8.935,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.49,0.194630872,31.782,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.14,0.122807018,0.806,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.33,0.15037594,4.862,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.6,0.15,16.389,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.56,0.198717949,4.912,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.14,0.122807018,1.375,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.5,0.26,1.203,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.28,0.0859375,128.917,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.29,0.11627907,26.622,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.42,0.126760563,23.464,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.28,0.140625,13.868,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.32,0.151515152,43.306,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.82,0.236263736,71.249,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.57,0.197452229,1.133,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.81,0.193370166,5.21,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.48,0.182432432,1.285,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.36,0.132352941,30.345,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.75,0.2,21.085,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.33,0.165413534,3.796,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.61,0.167701863,22.535,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.84,0.27173913,2.658,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.42,0.147887324,27.044,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.49,0.32885906,21.686,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.46,0.205479452,1.267,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.51,0.158940397,3.643,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000144405.1_ASM14440v1_genomic,GCF_000144405,Prevotella melaninogenica,1.74,0.25862069,0.896,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
